items,class_code
"Maruti Suzuki S-Presso Lxi (O) BS 6 Petrol",231001
"Maruti Suzuki S-Presso Lxi BS 6 Petrol",231001
"Maruti Suzuki S-Presso Std (O) BS 6 Petrol",231001
"Maruti Suzuki S-Presso Std BS 6 Petrol",231001
"Maruti Suzuki S-Presso Vxi (O) Ags BS 6 Petrol",231001
"Maruti Suzuki S-Presso Vxi (O) BS 6 Petrol",231001
"Maruti Suzuki S-Presso Vxi Ags BS 6 Petrol",231001
"Maruti Suzuki S-Presso Vxi BS 6 Petrol",231001
"Maruti Suzuki S-Presso Vxi+ Ags BS 6 Petrol",231001
"Maruti Suzuki S-Presso Vxi+ BS 6 Petrol",231001
"Maruti Suzuki Swift Ldi BS IV Diesel",231001
"Maruti Suzuki Swift Lxi BS 6 Petrol",231001
"Maruti Suzuki Swift Vdi Amt BS IV Diesel",231001
"Maruti Suzuki Swift Vdi BS IV Diesel",231001
"Maruti Suzuki Swift Vxi Amt BS 6 Petrol",231001
"Maruti Suzuki Swift Vxi BS 6 Petrol",231001
"Maruti Suzuki Swift Zdi Amt BS IV Diesel",231001
"Maruti Suzuki Swift Zdi BS IV Diesel",231001
"Maruti Suzuki Swift Zdi Plus Amt BS IV Diesel",231001
"Maruti Suzuki Swift Zdi Plus BS IV Diesel",231001
"Maruti Suzuki Swift Zxi Amt BS 6 Petrol",231001
"Maruti Suzuki Swift Zxi BS 6 Petrol",231001
"Maruti Suzuki Swift Zxi Plus Amt BS 6 Petrol",231001
"Maruti Suzuki Swift Zxi Plus BS 6 Petrol",231001
"Maruti Suzuki Vitara Brezza Ldi BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Vdi Ags BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Vdi BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Zdi Ags BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Zdi BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Zdi+ Ags BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Zdi+ BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Zdi+ Dual Tone Ags BS IV Diesel",231002
"Maruti Suzuki Vitara Brezza Zdi+ Dual Tone BS IV Diesel",231002
"Maruti Suzuki Xl6 Alpha At BS 6 Petrol",231002
"Maruti Suzuki Xl6 Alpha Mt BS 6 Petrol",231002
"Maruti Suzuki Xl6 Zeta At BS 6 Petrol",231002
"Maruti Suzuki Xl6 Zeta Mt BS 6 Petrol",231002
"Maserati Ghibli Diesel BS IV Diesel",231002
"Maserati Ghibli Granlusso BS IV Diesel",231002
"Maserati Ghibli Gransport BS IV Diesel",231002
"Maserati Grancabrio Standard BS IV Petrol",231002
"Maserati Granturismo Sport BS IV Petrol",231002
"Maserati Levante Diesel BS IV Diesel",231002
"Maserati Levante Granlusson BS IV Diesel",231002
"Maserati Levante Gransport BS IV Diesel",231002
"Maserati Quattroporte Granlusso BS 6 Diesel",231002
"Mercedes-Benz B-Class B 180 Night Edition BS IV Petrol",231002
"Mercedes-Benz B-Class B 180 Sport BS IV Petrol",231002
"Mercedes-Benz B-Class B 200 Cdi Night Edition BS IV Diesel",231002
"Mercedes-Benz B-Class B 200 Cdi Sport BS IV Diesel",231002
"K 15 Sagarika: submarine-launched ballistic missile.",100000
"K 4: submarine-launched ballistic missile.",100000
"K-5 (SLBM): submarine-launched ballistic missile. (under development)",100000
"K-6 (SLBM): submarine launched intercontinental ballistic missile. (under development)",100000
"Shaurya: surface-to-surface hypersonic tactical missile.",100000
"BrahMos-A: air-launched cruise missile.",100000
"BrahMos-NG: miniature version based on the BrahMos (missile) (under development).",100000
"BrahMos-II: hypersonic missile (under development).",100000
"Astra BVRAAM: active radar homing beyond-visual-range missile.",100000
"DRDO SFDR BVRAAM:[5] Solid Fuel Ducted Ramjet propulsion based air to air missile",100000
"Novator KS-172 is a Russian/Indian air-to-air missile designed as an "AWACS killer" at ranges up to 400 km.",100000
"DRDO Anti-Radiation Missile: air-to-surface antiradiation missile (under development).",100000
"DRDO NASM-SR (Short Range - Naval Anti-Ship Missile)",100000
"Mercedes-Benz Cla-Class 200 Cdi Style BS IV Diesel",231002
"Mercedes-Benz Cla-Class 200 Sport BS IV Petrol",231002
"Mercedes-Benz G-Class Amg G 63 BS 6 Petrol",231002
"Mercedes-Benz G-Class G 350D BS 6 Diesel",231002
"Mercedes-Benz Gls 400 4Matic BS IV Petrol",231002
"Mercedes-Benz Gls 63 Amg BS IV Petrol",231002
"Mercedes-Benz Gls Grand Edition Diesel BS IV Diesel",231002
"Mercedes-Benz Gls Grand Edition Petrol BS IV Petrol",231002
"Mercedes-Benz Gls350 CdiBS IV Diesel",231002
"Mercedes-Benz Maybach S560 BS IV Petrol",231002
"Mercedes-Benz Maybach S650 BS IV Petrol",231002
"Mercedes-Benz S-Class Cabriolet S500 BS IV Petrol",231002
"Mg Hector 1.5L Sharp Dct BS IV Petrol",231002
"Mg Hector 1.5L Sharp Hybrid BS IV Hybrid",231002
"Mg Hector 1.5L Smart Dct BS IV Petrol",231002
"Mg Hector 1.5L Smart Hybrid BS IV Hybrid",231002
"Mg Hector 1.5L Style BS IV Petrol",231002
"Mg Hector 1.5L Super BS IV Petrol",231002
"Mg Hector 1.5L Super Hybrid BS IV Hybrid",231002
"Mg Hector 2.0L Sharp BS IV Diesel",231002
"Mg Hector 2.0L Smart BS IV Diesel",231002
"Mg Hector 2.0L Style BS IV Diesel",231002
"Mg Hector 2.0L Super BS IV Diesel",231002
"Mg Zs Ev Excite BS 6 Electric",231002
"Mg Zs Ev Exclusive BS 6 Electric",231002
"Mini Clubman Cooper S BS IV Petrol",231002
"Mini Convertible Cooper S BS IV Petrol",231002
"Mini Cooper 3 Door Cooper D BS IV Diesel",231002
"Mini Cooper 3 Door Cooper S BS IV Petrol",231002
"Mini Cooper 5 Door Cooper D BS IV Petrol",231002
"Mini Countryman Black Edition BS IV Petrol",231002
"Mini Countryman Cooper S BS IV Petrol",231002
"Mini Countryman Cooper S Jcw Inspired BS IV Petrol",231002
"Mini Countryman Cooper Sd BS IV Diesel",231002
"Mini John Cooper Works Hatch BS 6 Petrol",231002
"Mitsubishi Montero 3.2 At BS IV Diesel",231002
"Mitsubishi Outlander 2.4L Outlander  Petrol",231002
"Mitsubishi Pajero Sport 2.5 At BS IV Diesel",231002
"Mitsubishi Pajero Sport 2.5 Mt BS IV Diesel",231002
"Mitsubishi Pajero Sport Limited Edition BS IV Diesel",231002
"Mitsubishi Pajero Sport Select Plus At BS IV Diesel",231002
"Mitsubishi Pajero Sport Select Plus Mt BS IV Diesel",231002
"Nissan Gtr 3.8 V6 BS IV Petrol",231002
"Nissan Kicks Xe Diesel BS 6 Diesel",231002
"Nissan Kicks Xl Diesel BS 6 Diesel",231002
"Nissan Kicks Xl Petrol BS 6 Petrol",231002
"Nissan Kicks Xv Diesel BS 6 Diesel",231002
"Nissan Kicks Xv Petrol BS 6 Petrol",231002
"Nissan Kicks Xv Premium (O) BS 6 Diesel",231002
"Nissan Kicks Xv Premium (O) Dual Tone BS 6 Diesel",231002
"Nissan Kicks Xv Premium BS 6 Diesel",231002
"Nissan Micra Active Xl (O) BS IV Petrol",231001
"Nissan Micra Active Xl BS IV Petrol",231001
"Nissan Micra Active Xv BS IV Petrol",231001
"Nissan Micra Xl (O) Cvt BS IV Petrol",231001
"Nissan Micra Xld (O) BS IV Diesel",231001
"Nissan Micra Xv Cvt BS IV Petrol",231001
"Nissan Micra Xvd BS IV Diesel",231001
"Nissan Sunny Special Edition Diesel BS IV Diesel",231001
"Nissan Sunny Xe Diesel BS IV Diesel",231001
"Nissan Sunny Xe Petrol BS IV Petrol",231001
"Nissan Sunny Xl Diesel BS IV Diesel",231001
"Nissan Sunny Xl Petrol BS IV Petrol",231001
"Nissan Sunny Xv Cvt BS IV Petrol",231001
"Nissan Sunny Xv Diesel BS IV Diesel",231001
"Nissan Terrano Sport Edition BS IV Diesel",231002
"Nissan Terrano Xe D 85Ps BS IV Diesel",231002
"Nissan Terrano Xl (P) BS IV Petrol",231002
"Nissan Terrano Xl D(O) BS IV Diesel",231002
"Nissan Terrano Xv D Premium 110 Ps Amt BS IV Diesel",231002
"Nissan Terrano Xv D Premium 110 Ps BS IV Diesel",231002
"Porsche 718 Boxster BS IV Petrol",231002
"Porsche 718 Cayman BS IV Petrol",231002
"Porsche 911 Carrera S BS 6 Petrol",231002
"Porsche 911 Carrera S Cabriolet BS 6 Petrol",231002
"Porsche Cayenne Base BS 6 Petrol",231002
"Porsche Cayenne Coupe Base BS 6 Petrol",231002
"Porsche Cayenne Coupe Turbo BS 6 Petrol",231002
"Prithvi-I (SS-150): surface-to-surface ballistic missile.",100000
"Prithvi-II (SS-250): surface-to-surface ballistic missile.",100000
"Prithvi-III (SS-350): surface-to-surface ballistic missile.",100000
"Dhanush (missile): ship-launched surface-to-surface ballistic missile.",100000
"Agni-I MRBM: surface-to-surface medium-range ballistic missile.",100000
"Agni-II MRBM: surface-to-surface medium-range ballistic missile.",100000
"Agni-III IRBM: surface-to-surface intermediate-range ballistic missile.",100000
"Agni-IV IRBM: surface-to-surface intermediate-range ballistic missile.",100000
"Agni-V ICBM: surface-to-surface intercontinental ballistic missile.",100000
"Agni-VI: Four-stage Intercontinental ballistic missile.[4] (under development)",100000
"Surya: Intercontinental ballistic missile. Range:8000km - 17000km(Under development)",100000
"Porsche Cayenne E-Hybrid BS 6 Hybrid",231002
"Porsche Cayenne Turbo BS 6 Petrol",231002
"Porsche Macan Base BS 6 Petrol",231002
"Porsche Macan S BS IV Petrol",231002
"Porsche Panamera Turbo BS IV Petrol",231002
"Porsche Panamera Turbo Executive BS IV Petrol",231002
"Porsche Panamera Turbo Sport Turismo BS IV Petrol",231002
"Premier Rio Crdi4 BS IV Diesel",231002
"Premier Rio Dx BS IV Diesel",231001
"Premier Rio Ex BS IV Diesel",231001
"Premier Rio Glx BS IV Petrol",231001
"Premier Rio Gx BS IV Petrol",231001
"Premier Rio Lx BS IV Diesel",231001
"Renault Captur Platine Diesel Dual Tone BS IV Diesel",231002
"Renault Captur Platine Petrol Dual Tone BS IV Petrol",231002
"Renault Captur Rxe Diesel BS IV Diesel",231002
"Renault Captur Rxe Petrol BS IV Petrol",231002
"Renault Duster 110 Ps Rxs Awd (Opt) Diesel BS IV Diesel",231002
"Renault Duster 110 Ps Rxs Mt Diesel BS IV Diesel",231002
"Renault Duster 110 Ps Rxz Amt Diesel BS IV Diesel",231002
"Renault Duster 110 Ps Rxz Mt Diesel BS IV Diesel",231002
"Renault Duster 85 Ps Rxe Mt Diesel BS IV Diesel",231002
"Renault Duster 85 Ps Rxs Mt Diesel BS IV Diesel",231002
"Renault Duster Rxe Petrol BS IV Petrol",231002
"Renault Duster Rxs (Opt) Cvt BS IV Petrol",231002
"Renault Duster Rxs Petrol BS IV Petrol",231002
"Renault Kwid Climb r (O) Amt 1.0 BS 6 Petrol",231001
"Renault Kwid Climber (O) Mt 1.0 BS 6 Petrol",231001
"Renault Kwid Climber 1.0 Mt BS 6 Petrol",231001
"Renault Kwid Climber Amt 1.0 BS 6 Petrol",231001
"Renault Kwid Rxe 0.8 BS 6 Petrol",231001
"Renault Kwid Rxl 0.8 BS 6 Petrol",231001
"Renault Kwid Rxt (O) 1.0 BS 6 Petrol",231001
"Renault Kwid Rxt (O) Amt 1.0 BS 6 Petrol",231001
"Renault Kwid Rxt 0.8 BS 6 Petrol",231001
"Renault Kwid Rxt 1.0 BS 6 Petrol",231001
"Renault Kwid Rxt Amt 1.0 BS 6 Petrol",231001
"Renault Kwid Std 0.8 BS 6 Petrol",231001
"Renault Lodgy 85 Ps Rxe 7 Seater BS IV Diesel",231001
"Renault Lodgy 85 Ps Rxe 8 Seater BS IV Diesel",231001
"Renault Lodgy 85 Ps Std BS IV Diesel",231001
"Renault Lodgy Stepway Rxl 85Ps 8-Seater BS IV Diesel",231001
"Renault Lodgy Stepway Rxz 110Ps 7-Seater BS IV Diesel",231001
"Renault Lodgy Stepway Rxz 110Ps 8-Seater BS IV Diesel",231001
"Renault Lodgy Stepway Rxz 85Ps 8-Seater BS IV Diesel",231001
"Renault Triber Rxe BS 6 Petrol",231001
"Renault Triber Rxl BS 6 Petrol",231001
"Renault Triber Rxt BS 6 Petrol",231001
"Renault Triber Rxz BS 6 Petrol",231001
"Skoda Kodiaq Corporate Edition BS IV Diesel",231002
"Skoda Kodiaq Laurin And Klement BS IV Diesel",231002
"Skoda Kodiaq Scout 2.0 Tdi At BS 6 Diesel",231002
"Skoda Kodiaq Style 2.0 Tdi 4X4 At BS IV Diesel",231002
"Skoda Monte Carlo Monte Carlo 1.5 Tdi At BS IV Diesel",231002
"Skoda Monte Carlo Monte Carlo 1.5 Tdi Mt BS IV Diesel",231002
"Skoda Monte Carlo Monte Carlo 1.6 Mpi At BS IV Petrol",231002
"Skoda Monte Carlo Monte Carlo 1.6 Mpi Mt BS IV Petrol",231002
"Skoda Octavia Ambition 1.4 Tsi BS IV Petrol",231002
"Skoda Octavia Ambition 2.0 Tdi Cr BS IV Diesel",231002
"Skoda Octavia Corporate Edition 1.4 Tsi BS IV Petrol",231002
"Skoda Octavia Corporate Edition 2.0 Tdi BS IV Diesel",231002
"Skoda Octavia L & K 1.8 Tsi At BS IV Petrol",231002
"Skoda Octavia L & K 2.0 Tdi Cr At BS IV Diesel",231002
"Skoda Octavia Onyx 1.8 Tsi Dsg BS IV Petrol",231002
"Skoda Octavia Onyx 2.0 Tdi Dsg BS IV Diesel",231002
"Skoda Octavia Style 1.4 Tsi BS IV Petrol",231002
"Skoda Octavia Style 1.8 Tsi At BS IV Petrol",231002
"Skoda Octavia Style 2.0 Tdi Cr At BS IV Diesel",231002
"Skoda Octavia Style 2.0 Tdi Cr BS IV Diesel",231002
"Skoda Rapid 1.5 Tdi Cr Active BS IV Diesel",231002
"Skoda Rapid 1.5 Tdi Cr Ambition At BS IV Diesel",231002
"Skoda Rapid 1.5 Tdi Cr Ambition BS IV Diesel",231002
"Skoda Rapid 1.5 Tdi Cr Style At BS IV Diesel",231002
"Skoda Rapid 1.5 Tdi Cr Style BS IV Diesel",231002
"Skoda Rapid 1.6 Mpi Active BS IV Petrol",231002
"Skoda Rapid 1.6 Mpi Ambition At BS IV Petrol",231002
"Skoda Rapid 1.6 Mpi Ambition BS IV Petrol",231002
"Skoda Rapid 1.6 Mpi Style At BS IV Petrol",231002
"Skoda Rapid 1.6 Mpi Style BS IV Petrol",231002
"Skoda Rapid Onyx At Diesel BS IV Diesel",231002
"Skoda Rapid Onyx At Petrol BS IV Petrol",231002
"Skoda Rapid Onyx Mt Diesel BS IV Diesel",231002
"Skoda Rapid Onyx Mt Petrol BS IV Petrol",231002
"Skoda Superb Corporate Edition 1.8 Tsi At BS IV Petrol",231002
"Skoda Superb Corporate Edition 2.0 Tdi At BS IV Diesel",231002
"Skoda Superb L & K 1.8 Tsi At BS IV Petrol",231002
"Skoda Superb L & K 2.0 Tdi At BS IV Diesel",231002
"Skoda Superb Sportline Sportline 1.8L Tsi At BS IV Petrol",231002
"Skoda Superb Sportline Sportline 2.0L Tdi At BS IV Diesel",231002
"Skoda Superb Style 1.8 Tsi At BS IV Petrol",231002
"Skoda Superb Style 1.8 Tsi Mt BS IV Petrol",231002
"Skoda Superb Style 2.0 Tdi At BS IV Diesel",231002
"Tata Altroz Xe Diesel BS 6 Diesel",231001
"Tata Altroz Xe Petrol BS 6 Petrol",231001
"Tata Altroz Xm Diesel BS 6 Diesel",231001
"Tata Altroz Xm Petrol BS 6 Petrol",231001
"Tata Altroz Xt Diesel BS 6 Diesel",231001
"Tata Altroz Xt Petrol BS 6 Petrol",231001
"Tata Altroz Xz (O) Diesel BS 6 Diesel",231001
"Tata Altroz Xz (O) Petrol BS 6 Petrol",231001
"Tata Altroz Xz Diesel BS 6 Diesel",231001
"Tata Altroz Xz Petrol BS 6 Petrol",231001
"Tata Bolt Xe Diesel BS IV Diesel",231001
"Tata Bolt Xe Petrol BS IV Petrol",231001
"Tata Bolt Xm Diesel BS IV Diesel",231001
"Tata Bolt Xm Petrol BS IV Petrol",231001
"Tata Bolt Xms Diesel BS IV Diesel",231001
"Tata Bolt Xms Petrol BS IV Petrol",231001
"Tata Bolt Xt Diesel BS IV Diesel",231001
"Tata Bolt Xt Petrol BS IV Petrol",231001
"Tata Harrier Revotorq Dark Edition BS 6 Diesel",231002
"Tata Harrier Revotorq Xe BS 6 Diesel",231002
"Tata Harrier Revotorq Xm BS 6 Diesel",231002
"Tata Harrier Revotorq Xt BS 6 Diesel",231002
"Tata Harrier Revotorq Xz BS 6 Diesel",231002
"Tata Harrier Revotorq Xz Dual Tone BS 6 Diesel",231002
"Tata Hexa Xe 4X2 BS IV Diesel",231002
"Tata Hexa Xm 4X2 BS IV Diesel",231002
"Tata Hexa Xm Plus 4X2 BS IV Diesel",231002
"Tata Hexa Xma 4X2 BS IV Diesel",231002
"Tata Hexa Xt 4X2 BS IV Diesel",231002
"Tata Hexa Xt 4X4 BS IV Diesel",231002
"Tata Hexa Xta 4X2 BS IV Diesel",231002
"Tata Nano Genx Emax Xm BS IV CNG",231001
"Tata Nano Genx Xe BS IV Petrol",231001
"Tata Nano Genx Xm BS IV Petrol",231001
"Tata Nano Genx Xma BS IV Petrol",231001
"Tata Nano Genx Xt BS IV Petrol",231001
"Tata Nano Genx Xta BS IV Petrol",231001
"Tata Nexon Ev Xm BS VI Electric",231001
"Tata Nexon Ev Xz Plus BS VI Electric",231001
"Tata Nexon Ev Xz Plus Lux BS VI Electric",231001
"Tata Nexon Xe BS 6 Petrol",231001
"Tata Nexon Xe Diesel BS 6 Diesel",231001
"Tata Nexon Xm BS 6 Petrol",231001
"Tata Nexon Xm Diesel BS 6 Diesel",231001
"Tata Nexon Xma BS 6 Petrol",231001
"Tata Nexon Xma Diesel BS 6 Diesel",231001
"Tata Nexon Xz BS 6 Petrol",231001
"Tata Nexon Xz Diesel BS 6 Diesel",231001
"Tata Nexon Xz Plus (O) BS 6 Petrol",231001
"Tata Nexon Xz Plus (O) Diesel BS 6 Diesel",231001
"Tata Nexon Xz Plus (O) Diesel Dual Tone BS 6 Diesel",231001
"Tata Nexon Xz Plus (O) Dual Tone BS 6 Petrol",231001
"Tata Nexon Xz Plus BS 6 Petrol",231001
"Tata Nexon Xz Plus Diesel BS 6 Diesel",231001
"Tata Nexon Xz Plus Diesel Dual Tone BS 6 Diesel",231001
"Tata Nexon Xz Plus Dual Tone BS 6 Petrol",231001
"Tata Nexon Xza Plus (O) BS 6 Petrol",231001
"Tata Nexon Xza Plus (O) Diesel BS 6 Diesel",231001
"Tata Nexon Xza Plus (O) Diesel Dual Tone BS 6 Diesel",231001
"Tata Nexon Xza Plus (O) Dual Tone BS 6 Petrol",231001
"Tata Nexon Xza Plus BS 6 Petrol",231001
"Tata Nexon Xza Plus Diesel BS 6 Diesel",231001
"Tata Nexon Xza Plus Diesel Dual Tone BS 6 Diesel",231001
"Tata Nexon Xza Plus Dual Tone BS 6 Petrol",231001
"Tata Safari Storme 2.2 Ex 4X2 BS IV Diesel",231002
"Tata Safari Storme 2.2 Lx 4X2 BS IV Diesel",231002
"Tata Safari Storme 2.2 Vx 4X2 Varicor 400 BS IV Diesel",231002
"Tata Safari Storme 2.2 Vx 4X4 Varicor 400 BS IV Diesel",231002
"Tata Tiago Nrg 1.05L Revotorq BS IV Diesel",231001
"Tata Tiago Nrg 1.2L Revotron Amt BS IV Petrol",231001
"Tata Tiago Nrg 1.2L Revotron BS IV Petrol",231001
"Tata Tiago Revotron Xe BS 6 Petrol",231001
"Tata Tiago Revotron Xt BS 6 Petrol",231001
"Tata Tiago Revotron Xz BS 6 Petrol",231001
"Tata Tiago Revotron Xz Plus BS 6 Petrol",231001
"Tata Tiago Revotron Xz Plus Dual Tone BS 6 Petrol",231001
"Tata Tiago Revotron Xza BS 6 Petrol",231001
"Tata Tiago Revotron Xza Plus BS 6 Petrol",231001
"Tata Tiago Revotron Xza Plus Dual Tone BS 6 Petrol",231001
"Tata Tigor Ev Xe+ BS VI Electric",231001
"Tata Tigor Ev Xm+ BS VI Electric",231001
"Tata Tigor Ev Xt+ BS VI Electric",231001
"Tata Tigor Revotron Xe BS 6 Petrol",231001
"Tata Tigor Revotron Xm BS 6 Petrol",231001
"Tata Tigor Revotron Xma BS 6 Petrol",231001
"Tata Tigor Revotron Xz BS 6 Petrol",231001
"Tata Tigor Revotron Xz Plus BS 6 Petrol",231001
"Tata Tigor Revotron Xza Plus BS 6 Petrol",231001
"Tata Winger 15S BS 6 Diesel",231002
"Tata Zest Xe Diesel BS IV Diesel",231001
"Tata Zest Xe Petrol BS IV Petrol",231001
"Tata Zest Xm Diesel BS IV Diesel",231001
"Tata Zest Xm Petrol BS IV Petrol",231001
"Tata Zest Xma Diesel BS IV Diesel",231001
"Tata Zest Xms Diesel BS IV Diesel",231001
"Tata Zest Xms Petrol BS IV Petrol",231001
"Tata Zest Xt Diesel BS IV Diesel",231001
"Tata Zest Xt Petrol BS IV Petrol",231001
"Tata Zest Xta Diesel BS IV Diesel",231001
"Tata Zest Zest Premio Edition BS IV Diesel",231001
"Toyota Camry Hybrid BS IV Hybrid",231002
"Toyota Corolla Altis G At Petrol BS IV Petrol",231002
"Toyota Corolla Altis G Diesel BS IV Diesel",231002
"Toyota Corolla Altis G Petrol BS IV Petrol",231002
"Toyota Corolla Altis Gl Diesel BS IV Diesel",231002
"Toyota Corolla Altis Gl Petrol BS IV Petrol",231002
"Toyota Corolla Altis Vl At Petrol BS IV Petrol",231002
"Toyota Etios Cross 1.2 X Edition BS IV Petrol",231001
"Toyota Etios Cross 1.4 X Edition BS IV Diesel",231001
"Toyota Etios Cross G BS IV Petrol",231001
"Toyota Etios Cross Gd BS IV Diesel",231001
"Toyota Etios Cross V BS IV Petrol",231001
"Toyota Etios Cross Vd BS IV Diesel",231001
"Toyota Etios Liva Dual Tone V BS IV Petrol",231001
"Toyota Etios Liva Dual Tone Vd BS IV Diesel",231001
"Toyota Etios Liva Dual Tone Vx BS IV Petrol",231001
"Toyota Etios Liva Dual Tone Vxd BS IV Diesel",231001
"Toyota Etios Liva G BS IV Petrol",231001
"Toyota Etios Liva Gd BS IV Diesel",231001
"Toyota Etios Liva Gx BS IV Petrol",231001
"Toyota Etios Liva Gxd BS IV Diesel",231001
"Toyota Etios Liva V BS IV Petrol",231001
"Toyota Etios Liva Vd BS IV Diesel",231001
"Toyota Etios Liva Vx BS IV Petrol",231001
"Toyota Etios Liva Vx Dual Tone Limited Edition BS IV Petrol",231001
"Toyota Etios Liva Vxd BS IV Diesel",231001
"Toyota Etios Liva Vxd Dual Tone Limited Edition BS IV Diesel",231001
"Toyota Fortuner 2.7 4X2 At BS IV Petrol",231002
"Toyota Fortuner 2.7 4X2 Mt BS IV Petrol",231002
"Toyota Fortuner 2.8 4X2 At BS IV Diesel",231002
"Toyota Fortuner 2.8 4X2 Mt BS IV Diesel",231002
"Toyota Fortuner 2.8 4X4 At BS IV Diesel",231002
"Toyota Fortuner 2.8 4X4 Mt BS IV Diesel",231002
"Toyota Fortuner Trd Celebratory Edition BS IV Diesel",231002
"Toyota Glanza G Cvt BS 6 Petrol",231001
"Toyota Glanza G Hybrid BS 6 Petrol",231001
"Toyota Glanza G Mt BS 6 Petrol",231001
"Toyota Glanza V BS 6 Petrol",231001
"Toyota Glanza V Cvt BS 6 Petrol",231001
"Toyota Innova Crysta 2.4 G Plus 7 Str BS VI Diesel",231002
"Toyota Innova Crysta 2.4 G Plus 8 Str BS VI Diesel",231002
"Toyota Innova Crysta 2.4 Gx 7 Str BS VI Diesel",231002
"Toyota Innova Crysta 2.4 Gx 8 Str BS VI Diesel",231002
"Toyota Innova Crysta 2.4 Vx 7 Str BS IV Diesel",231002
"Toyota Innova Crysta 2.4 Vx 8 Str BS VI Diesel",231002
"Toyota Innova Crysta 2.4 Zx 7 Str BS VI Diesel",231002
"Toyota Innova Crysta 2.7 Gx At 7 Str BS VI Petrol",231002
"Toyota Innova Crysta 2.7 Gx At 8 Str BS VI Petrol",231002
"Toyota Innova Crysta 2.7 Gx Mt 7 Str BS VI Petrol",231002
"Toyota Innova Crysta 2.7 Gx Mt 8 Str BS VI Petrol",231002
"Toyota Innova Crysta 2.7 Vx 7 Str BS IV Petrol",231002
"Toyota Innova Crysta 2.7 Zx At 7 Str BS IV Petrol",231002
"Toyota Innova Crysta Touring Sport 2.4 Vx 7 Str BS VI Diesel",231002
"Toyota Innova Crysta Touring Sport 2.7 Vx 7 Str BS VI Petrol",231002
"Toyota Innova Crysta Touring Sport 2.7 Zx At 7 Str BS VI Petrol",231002
"Toyota Land Cruiser Prado Vx L BS IV Diesel",231002
"Toyota Land Cruiser Vx BS IV Diesel",231002
"Toyota Platinum Etios G BS IV Petrol",231001
"Toyota Platinum Etios Gd BS IV Diesel",231001
"Toyota Platinum Etios Gx BS IV Petrol",231001
"Toyota Platinum Etios Gxd BS IV Diesel",231001
"Toyota Platinum Etios V BS IV Petrol",231001
"Toyota Platinum Etios Vd BS IV Diesel",231001
"Toyota Platinum Etios Vx BS IV Petrol",231001
"Toyota Platinum Etios Vx Limited Edition BS IV Petrol",231001
"Toyota Platinum Etios Vxd BS IV Diesel",231001
"Toyota Platinum Etios Vxd Limited Edition BS IV Diesel",231001
"Toyota Prius Z8 BS IV Hybrid",231001
"Toyota Yaris G (O) BS IV Petrol",231001
"Toyota Yaris G (O) Cvt BS IV Petrol",231001
"Toyota Yaris G BS IV Petrol",231001
"Toyota Yaris G Cvt BS IV Petrol",231001
"Toyota Yaris J (O) BS IV Petrol",231001
"Toyota Yaris J (O) Cvt BS IV Petrol",231001
"Toyota Yaris J BS IV Petrol",231001
"Toyota Yaris J Cvt BS IV Petrol",231001
"Toyota Yaris V (O) BS IV Petrol",231001
"Toyota Yaris V (O) Cvt BS IV Petrol",231001
"Toyota Yaris V BS IV Petrol",231001
"Toyota Yaris V Cvt BS IV Petrol",231001
"Toyota Yaris Vx BS IV Petrol",231001
"Toyota Yaris Vx Cvt BS IV Petrol",231001
"Volkswagen Ameo Comfortline 1.0L BS IV Petrol",231001
"Volkswagen Ameo Comfortline 1.5L Tdi BS IV Diesel",231001
"Volkswagen Ameo Gt Line Tdi Dsg BS IV Diesel",231001
"Volkswagen Ameo Highline Plus 1.0L BS IV Petrol",231001
"Volkswagen Ameo Highline Plus 1.5L Tdi BS IV Diesel",231001
"Volkswagen Ameo Highline Plus 1.5L Tdi Dsg BS IV Diesel",231001
"Volkswagen Ameo Trendline 1.0L BS IV Petrol",231001
"Volkswagen Ameo Trendline 1.5L Tdi BS IV Diesel",231001
"Volkswagen Passat 2.0 Tdi Comfortline BS IV Diesel",231002
"Volkswagen Passat 2.0 Tdi Comfortline Connect BS IV Diesel",231002
"Volkswagen Passat 2.0 Tdi Highline BS IV Diesel",231002
"Volkswagen Passat 2.0 Tdi Highline Connect BS IV Diesel",231002
"Volkswagen Polo Comfortline 1.0 (P) BS IV Petrol",231001
"Volkswagen Polo Comfortline 1.5 (D) BS IV Diesel",231001
"Volkswagen Polo Gt Tdi BS IV Diesel",231001
"Volkswagen Polo Gt Tsi BS IV Petrol",231001
"Volkswagen Polo Highline Plus 1.0 (P) BS IV Petrol",231001
"Volkswagen Polo Highline Plus 1.5 (D) BS IV Diesel",231001
"Volkswagen Polo Trendline 1.0L (P) BS IV Petrol",231001
"Volkswagen Polo Trendline 1.5L (D) BS IV Diesel",231001
"Volkswagen Tiguan Comfortline 2.0L Tdi Amt BS IV Diesel",231002
"Volkswagen Tiguan Highline 2.0L Tdi Amt BS IV Diesel",231002
"Volkswagen Vento Comfortline 1.5 (D) BS IV Diesel",231001
